tmid,period_min,period_max,place,diplomatic,lemmatized
129794,4,4,Upper Egypt,"[γί]-[γνωσκε] [ὅτι] [εἰς] [τ]ὴν Μαξιμ[ιαν]όπολιν ἐγενόμην [μετὰ] [τῶν] [φίλων] αὐτοῦ καὶ̣ [εἶδ]ον αὐτοὺς πληρώσαν [τας] τὸν προν̣[οη]τὴν αὐτῶν . περὶ δὲ [τῶν] [ἃ] ε̣ἶπεν ἀπαί[τει] α̣ὐτο[ύ]ς . ἐνόχλησ̣ον δὲ [τοῖς] [καθημένο]ις ἐπὶ τῆς̣ ο̣[ἰκία]ς̣ μο̣υ̣ . εἰσὶ δέ · μαθέτω̣ γὰρ Διόνυσιος ὁ προνο-ητὴς Διονυσίου ὅτι οὐκ ἀπειλήφα-μεν τὸν γεοῦχον αὐ̣τοῦ καὶ οὐχ ὑπη -[ντήσαμεν] [μηνι]αίως τούτου ἀρκουμένου . ἀπέστει-[λα] [δέ] [σοι] [τὰς] ἀ̣ποχὰς ἀχύρου τοῦ Ἡρακλᾶ , καὶ καὶ περιστῇς Παθερμοῦθιν , ἕ-[ως] [τοῦ] [αὐτὸν] εἰς τὸν μηνιαῖον τοῦτον εἰδέναι [τίνας] [ἐζήτησε]ν ὁ στρατηγός , μὴ ἐνοχλῆσαι , τῷ τε [πρὸς] [σὲ] [μὴ] [ἑτο]ί̣μως ἀπηντηκότι , εἰ οὖν ζητεῖ το̣ύ̣τ̣ους̣ , [ἐνοχλῆσαι] [.] [λ]η̣μματισθήτωσαν δὲ αἱ ἀποχαὶ [ἀχύρου] [ἵνʼ] [ἴδ]ωσιν οἱ φίλοι . ἐρρῶσθαί σε εὔχομαι π̣ο̣λλοῖς χρόνοις , κύριε [ἄ]δ̣ελφε .","[['_', ''], ['_', 'γιγνώσκω', 'ὅτι', 'εἰς', 'ὁ', 'Μαξιμιανόπολις', 'γίγνομαι', 'μετά', 'ὁ', 'φίλος', 'αὐτός', 'καί', 'ὁράω', 'αὐτός', 'πληρόα', '_', '_', 'ὁ', 'προνοητής', 'αὐτός', '.'], ['περί', 'δέ', 'ὁ', '_', 'ὅς', 'λέγω', 'ἀπαιτέω', 'αὐτός', '.'], ['ἐνοχλέω', 'δέ', 'ὁ', 'κάθημαι', 'ἐπί', 'ὁ', 'οἰκία', 'ἐγώ', '.'], ['εἰμί', 'δέ', '·'], ['_', '_', '_', ''], ['μανθάνω', 'γάρ', 'Διόνυσιος', 'ὁ', 'προνοητής', 'Διονύσιος', 'ὅτι', 'οὐ', 'ἀπολαμβάνω', 'ὁ', 'γεοῦχος', 'αὐτός', 'καί', 'οὐ', '_', ''], ['ντέω', 'μηνιαῖος', 'οὗτος', 'ἀρκέω', '.'], ['ἀποστέλλω', 'δέ', 'σύ', 'ὁ', 'ἀποχή', 'ἄχυρος', 'ὁ', 'Ἡρακλᾶς', ',', 'καί', '_', 'καί', 'περιίστημι', 'Παθερμοῦθις', ',', 'ἕως', 'ὁ', 'αὐτός', 'εἰς', 'ὁ', 'μηνιαῖος', 'οὗτος', 'οἶδα', 'τίς', 'ζητέω', 'ὁ', 'στρατηγός', ',', 'μή', 'ἐνοχλέω', ',', 'ὁ', 'τε', 'πρός', 'σύ', 'μή', 'ἑτοῖμος', 'ἀπαντάω', ',', 'εἰ', 'οὖν', 'ζητέω', 'οὗτος', ',', 'ἐνοχλέω', '.'], ['λημματίζω', 'δέ', 'ὁ', 'ἀποχή', 'ἄχυρος', 'ἵνα', 'ὁράω', 'ὁ', 'φίλος', '.'], ['ῥώννυμι', 'σύ', 'εὔχομαι', 'πολύς', 'χρόνος', ',', 'κύριος', 'ἀδελφός', '.']]"
78010,-1,-1,Herakleopolis,ἀνέ̣γ̣ν̣ω(σται) (ἔτους) [λα?] ἀντιγρα(φεῖ) θη(σαυροῦ) Μέσης . ἐὰν οἱ παρὰ Λ̣[εωνίδου] [τοῦ] [τεταγμένου] πρὸς τῆι σιτολο[γίαι] [μετρῶσι] [κατὰ] [τὸν] π̣αρὰ Σαραπίωνο[ς] [τοῦ] [ἐπὶ] [τῶν] [προσόδων] [χρηματισμόν],"[['ἀναγιγνώσκω', 'ἔτος', 'λα', '_'], ['_', '_', ''], ['_', 'ἀντιγραφεύς', 'θησαυρός', 'Μέση', '.', ''], ['ἐάν', 'ὁ', 'παρά', 'Λεωνίδας', 'ὁ', 'τάσσω', 'πρός', 'ὁ', 'σιτολογία', 'μετρέω', 'κατά', 'ὁ', 'παρά', 'Σαραπίων', 'ὁ', 'ἐπί', 'ὁ', 'πρόσοδος', 'χρηματισμός', '_', '_', '']]"
26673,2,3,Oxyrynchos,ἐρωτᾷ σε Ἡραὶς δει-πνῆσαι ἐν τῷ οἴκῳ τοῦ Σαραπείου εἰς κλείνην* τοῦ κυρίου Σαράπιδος αὔριον ἥ-τις ἐστὶν ια ἀπὸ ὤρας θ .,"[['ἐρωτάω', 'σύ', 'Ἡραίς', 'δειπνέω', 'ἐν', 'ὁ', 'οἶκος', 'ὁ', 'Σαράπειος', 'εἰς', 'κλίνη', 'ὁ', 'κύριος', 'Σάραπις', 'αὔριον', 'ὅστις', 'εἰμί', 'ια#', 'ἀπό', 'ὤρα', 'θ#', '.']]"
34667,4,5,Kysis,κυρίῳ μου ἀ[δελφῷ] Κάλεθ Ἀπο[λ] χαί(ρειν) . παράσ[χου] Παπνούθ̣[ῃ] σίτου γ(εου)χ(ικῷ) (μέτρῳ) ἀρτάβα[ς] [πέν]-τε γί(νονται) (ἀρτάβαι) [ε],"[['κύριος', 'ἐγώ', 'ἀδελφός', 'Κάλεθ', 'Ἀπολ', '_', ''], ['_', 'χαίρω', '.'], ['παρέχω', 'Παπνουθης', 'σῖτος', 'γεουχικός', 'μέτρον', 'ἀρτάβη', 'πέντε', 'γίγνομαι', 'ἀρτάβη', 'ε#', '_', '_']]"
27196,2,2,Egypt,κυ̣ρίῳ χαί(ρειν) . ἐ̣ρ̣ρ̣(ῶσθαί) [σε] ε̣ὔ̣χ̣ο̣μ̣α̣ι̣ διὰ̣ [π]α̣ν̣τ̣ός .,"[['κύριος', 'χαίρω', '.', ''], ['_', ''], ['_', 'ῥώννυμι', 'σύ', 'εὔχομαι', 'διά', 'πᾶς', '.']]"
19592,2,2,Hermopolis,"Δημήτριος Ἀπολλωνίωι τῶι ἀδελφῶι χαίρειν . Ἑρμαῖον φίλον ὄντα τοῦ πατρός μου παρατίθεμαί σοι , ἄδελφε , ὅπως αὐτῶι συλλάβῃ , ἕως ἂν δ[ια?]τρέχῃ ἐν τῶ[ι] ὑπὸ σοὶ [νομῶι] Ἀπολλωνίωι στρ[ατηγῶι] π(αρὰ) Δημ(ητρίου) γενο(μένου) στρα(τηγοῦ) Ἀρσι(νοΐτου) κ(αὶ) ἄλ(λων) νο(μῶν)","[['Δημήτριος', 'Ἀπολλώνιος', 'ὁ', 'ἀδελφός', 'χαίρω', '.', ''], ['Ἑρμαῖος', 'φίλος', 'εἰμί', 'ὁ', 'πατήρ', 'ἐγώ', 'παρατίθημι', 'σύ', ',', 'ἀδελφός', ',', 'ὅπως', 'αὐτός', 'συλλαμβάνω', ',', 'ἕως', 'ἄν', 'διατρέχω', 'ἐν', 'ὁ', 'ὑπό', 'σύ', 'νομός', '_', '_'], ['Ἀπολλώνιος', 'στρατηγός', 'παρά', 'Δημήτριος', 'γίγνομαι', 'στρατηγός', 'Ἀρσινοΐτης', 'καί', 'ἄλλος', 'νομός', '']]"
27749,2,2,Arsinoites,"γ̣ματ̣α̣ λη κ[αὶ] π[α]ρ̣α̣[γε]-νάμε[νο]ς μετὰ [τ]οῦ [ἀρχε]-φόδο[υ] καὶ π[ρ]ε[σ]βυ[τ]έρου κατέμαθαν* αὐτὰ [εἰ]ς ἀπόδοσιν . ὅσον οὖν [ἐ]φʼ [ἡ]-μεῖν* ἐστιν ε[ἰσ]πραχθή-σεται , ἔτι δὲ καὶ ἀνεσπάσ-θη σου ἡ κριθὴ ἀρτ[ά]β[αι] ιε , νυνεὶ* δὲ θερίζ[εται] τὰ ἄλλ[α] τὰ π̣ε[ρ]ι[γ]ε̣ν̣ό̣[(μενα)] [ἐξ] ἑ[π]-τἀρουρο͂ν* |extra|* . θαυμάζω [οὖν] πῶς οὐκ ἔγραψάς μ[οι] [ἐπι]-στολὴν τοῦ γράψαι εἶ διὰ τὸ δο[κ]εῖν , ὅτι ἔρχομαί σοι . μὴ μέμ-φου με ἐ̣ν̣ τούτῳ . μεθʼ ὑγίας , ἐὰν παρα[γέ]νῃ πάντα σοι ὑφ[η]γήσο[μ]αι τὰ γ[ε]νάμε-νά μοι . ἄσπασαι τοὺς ἡμετέ-ρους πάντας . ἔρρωσο","[['_', ''], ['_', '_', '_', 'λη#', 'καί', 'παραγίγνομαι', 'μετά', 'ὁ', 'ἀρχέφοδος', 'καί', 'πρέσβυς', 'καταμανθάνω', 'αὐτός', 'εἰς', 'ἀπόδοσις', '.'], ['ὅσος', 'οὖν', 'ἐπί', 'ἐγώ', 'εἰμί', 'εἰσπράσσω', ',', 'ἔτι', 'δέ', 'καί', 'ἀνασπάω', 'σύ', 'ὁ', 'κριθή', 'ἀρτάβη', 'ιε#', ',', 'νυνί', 'δέ', 'θερίζω', 'ὁ', 'ἄλλος', 'ὁ', 'περιγίγνομαι', 'ἐκ', 'ἑπτος', 'ἄρουρα', '.'], ['θαυμάζω', 'οὖν', 'πῶς', 'οὐ', 'γράφω', 'ἐγώ', 'ἐπιστολή', 'ὁ', '_', 'γράφω', 'εἰμί', 'διά', 'ὁ', 'δοκέω', ',', 'ὅτι', 'ἔρχομαι', 'σύ', '.'], ['μή', 'μέμφομαι', 'ἐγώ', 'ἐν', 'οὗτος', '.'], ['μετά', 'ὑγία', ',', 'ἐάν', 'παραγίγνομαι', 'πᾶς', 'σύ', 'ὑφηγέομαι', 'ὁ', 'γίγνομαι', 'ἐγώ', '.'], ['ἀσπάζομαι', 'ὁ', 'ἡμέτερος', 'πᾶς', '.'], ['ῥώννυμι']]"
41673,-1,-1,Theadelpheia,"Πτολεμαῖος γραμματεὺς Πτολεμαί[ωι] σιτολόγωι Αὐτοδίκης χαίρειν . μέτρησον Ποσειδωνίωι Διδύμου ὑπὲρ Ἡρακλείδου τοῦ Ζηνοβίου ἐκφόριον οὗ γεγεώργηκεν αὐτοῦ κλήρου περὶ̣ [Κ]ερκε̣ῆσιν τῆς Πο̣λ̣(έμωνος) πυροῦ δρό(μῳ) τεσσαράκοντα πέντε , (γίνονται) (πυροῦ) δρό(μῳ) με . (ἔτους) α , Παῦνι ιθ . σίτου ῥυ̣παρ[ο]ῦ̣ .","[['Πτολεμαῖος', 'γραμματεύς', 'Πτολεμαῖος', 'σιτόλογος', 'Αὐτοδίκης', 'χαίρω', '.', ''], ['μετρέω', 'Ποσειδώνιος', 'Δίδυμος', 'ὑπέρ', 'Ἡρακλείδης', 'ὁ', 'Ζηνόβιος', 'ἐκφόριον', 'ὅς', 'γεωργέω', 'αὐτός', 'κλῆρος', 'περί', 'Κερκέη', 'ὁ', 'Πολέμων', 'πυρός', 'δρόμος', 'τεσσαράκοντα', 'πέντε', ',', 'γίγνομαι', 'πυρός', 'δρόμος', 'ἐγώ', '.'], ['ἔτος', 'α#', ',', 'Παῦνι', 'ιθ#', '.', ''], ['σῖτος', 'ῥυπαρός', '.', '']]"
88695,2,2,Krokodilo,"Δεκιναις Καικεισα τῷ ἀδελφῷ χ(αίρειν) . ἀσπάζου Ζουτουλα̣ καὶ Πουριδουρ . ἐρωτῶ σε , Καικισα , σκύλητει* πρὸς ἐμὲ ἐπὶ* χρίαν* σου ἔχω · ἐρωτῶ σε , ἔρχου ὡς πρὸς ἐμέ · ἐγὼ ἤκουσα ὅτι πάντες οἱ Δάκες ὑπάγουσιν μετὰ τοῦ ἡγεμόνος ἰς* Ἀλεξάνδ(ρειαν) · ἐὰν εἰδῇς ὅτι ὑπάγου-σιν ἰς* Ἀλεξάνδ(ρειαν) , γράψον ἰς* Κόπτον ἵνα ταχὺ ἀναβῇ . ἔρρωσο .","[['Δεκινη', 'Καικεισα', 'ὁ', 'ἀδελφός', 'χαίρω', '.', ''], ['ἀσπάζομαι', 'Ζουτουλα', 'καί', 'Πουριδουρ', '.'], ['ἐρωτάω', 'σύ', ',', 'Καικιδα', ',', 'σκυλητ́ω', 'πρός', 'ἐγώ', 'ἐπεί', 'χρεία', 'σύ', 'ἔχω', '·'], ['ἐρωτάω', 'σύ', ',', 'ἔρχομαι', 'ὡς', 'πρός', 'ἐγώ', '·', ''], ['ἐγώ', 'ἀκούω', 'ὅτι', 'πᾶς', 'ὁ', 'Δάξ', 'ὑπάγω', 'μετά', 'ὁ', 'ἡγεμών', 'εἰς', 'Ἀλεξάνδρεια', '·'], ['ἐάν', 'οἶδα', 'ὅτι', 'ὑπάγω', 'εἰς', 'Ἀλεξάνδρεια', ',', 'γράφω', 'εἰς', 'Κόπτος', 'ἵνα', 'ταχύς', 'ἀναβαίνω', '.'], ['ῥώννυμι', '.']]"
34510,4,5,Kysis,Ὧρος διάδοχος [Π]ετεῦρις* . δὸς ἄρτου [ἀννώνας] πέντε,"[['Ὧρος', 'διάδοχος', 'Πετεῦρις', '.', ''], ['δίδωμι', '_', 'ἄρτος', 'ἀννώνη', 'πέντε', '_']]"
